COMMENT,MOOD
 Hôm nay mình thấy ổn hơn rồi,Sad
"Cái nắp chai này cứng quá, muốn bóp nát nó luôn!",Angry
 Niềm vui đến từ những điều bất ngờ nhất,Happy
 Mùi cà phê thơm phức,Neutral
"""Tui lo lắng không biết ổng có ổn không.""",Inlove
"Giá mà tui có thể quay ngược thời gian... ""if only""!",Inlove
"Tui muốn ""detox"" tâm hồn!",Happy
 Đi học,Neutral
"Tự dưng muốn làm điều gì đó ý nghĩa, giúp ích cho xã hội. 🌍",Happy
Áp lực đồng trang lứa đáng sợ thật sự!,Worry
"""Chắc tui phải ""block"" hết mấy đứa hay ""comment"" dạo trên ""profile"" của ""crush"" mới được.""",Inlove
Giá như mình có thể thay đổi được bản thân,Worry
Tự nhiên nhớ mấy trò hồi bé. 🥰,Neutral
Chú chó rất đáng yêu và thông minh,Inlove
"Mấy bà ơi, tui yêu mấy bà nhiều! ❤️",Inlove
" Sao cái máy in cứ kêu inh ỏi thế này, muốn ném nó ra cửa sổ!",Angry
" ""Gu"" tui là mấy anh ""bad boy"" biết chơi guitar, ""gu"" mấy bà là gì? #gu #badboy #guitar",Inlove
 Yêu cậu ấy nhiều như pizza vậy á! 🍕,InLove
 Nghe nhạc buồn là lại nghĩ đến ổng,Inlove
Chú chó là thành viên trong gia đình mình,Inlove
"""Crush"" hay ""seen"" tin nhắn tui, chắc chắn có ý gì đó! #seen #tinnhan #tinhcam",Inlove
Tôi nghe điện thoại,Neutral
" Hứa hẹn ""ngọt sớt"" xong rồi ""bùng"". ""Ghét cay ghét đắng"". 😡",Angry
 Tự nhiên buồn ngủ,Neutral
Về cuộc sống,Neutral
Đi xem phim hài mà cười muốn xỉu. Xả stress cực mạnh!,Happy
 Vị cũng bình thường,Neutral
" Tốn cả buổi chiều mà vẫn chưa làm xong bài tập, muốn đập máy tính!",Angry
Tui không thể yêu ai khác ngoài người ta 😥,Sad
" Tự dưng thấy ""mưa trên phố Huế"", mà tui ở Sài Gòn... chắc tại lòng tui ""mưa"" á! 🌧️",Sad
Vô nghĩa,Sad
Tôi ước mình có thể can đảm hơn,Sad
"""Bật điều hòa mà vẫn nóng như rang. 🔥""",Angry
" Bị tai nạn giao thông, tức muốn ném xe luôn!",Angry
 Bị tụt mood ngang xương vì mấy chuyện nhỏ nhặt. Chán chán!,Worry
"""Em"" sẽ vượt qua những thử thách trong cuộc sống!",Happy
"""Tui thấy mình như ""trúng số"" khi được nói chuyện với ổng.""",Inlove
 Nghe nhạc,Neutral
Hôm nay trời mưa. Bùn ngủ,Neutral
 Nó chính là một nửa của mình,InLove
Viết bài hát về crush. Dốt văn! 😩,Inlove
"Ai đó cho tui xin một viên thuốc ""bình tĩnh"" ngay và luôn!",Angry
Thấy con mèo hàng xóm. Nó lười ăn,Neutral
Tui không muốn phải sống trong quá khứ nữa,Sad
"Tui ghét bạn, nhưng tui lại nhớ bạn... ""complicated""!",Inlove
"""Giá như"" mình chưa từng gặp nhau",Sad
"""Cuộc đời"" như ""tàu lượn"", lúc lên lúc xuống",Sad
Cứ như sắp có chuyện gì xảy ra,Worry
 Cậu ấy khiến mình cười nhiều hơn,InLove
"""Hướng về"" phía trước",Sad
 Chơi không?,Angry
" Hôm nay gặp đúng ông trời ơi, kiểu người mà mình ghét nhất luôn.  Tức muốn xé xác",Angry
"Tui muốn ""manifest"" những điều tốt đẹp đến với mình!",Happy
"""Tui muốn ""call video"" với ổng. Mà tui ngại quá.""",Inlove
Học cách yêu bản thân mình hơn 💖,Sad
Hít một hơi thật sâu,Sad
"Tự nhiên thấy mình ""giàu năng lượng"" khi làm việc mình yêu thích. 💖",Happy
" Tự hào bản thân ghê, cuối cùng cũng ""deal"" được kèo ngon. Yeah! 🤑",Happy
Mình cần phải chấp nhận thực tế,InLove
"Tui ước gì mình có ""khả năng tàng hình"". 👻",Sad
" ""Shopee sale"" mà không có tiền mua. ""Đau khổ"" quá. 😭",Angry
"Tui ""ghét"" phải giả vờ ổn khi bên trong tan nát",Sad
Đi phượt. Vui,Neutral
"Hôm nay tui quyết định ""detox"" mạng xã hội để tập trung học hành",Sad
Vui. Chóng tàn,Neutral
Mấy nay lười skincare. Da xấu đi,Neutral
" Tớ sẽ luôn ở bên cạnh anh ấy, dù có chuyện gì xảy ra",InLove
Mỏi mắt. Nghỉ,Neutral
Đôi vai mệt mỏi gánh nặng cuộc đời,Sad
"Đi xem concert của idol, hú hét banh nóc! 🎤",Happy
Tôi tin vào sức mạnh của tình yêu và lòng nhân ái,Happy
Xung quanh tui toàn là người nhưng tui vẫn thấy cô đơn,Sad
"""Cố lên"" nào cô gái/chàng trai!",Sad
Mọi thứ thật tồi tệ,Worry
Tui muốn cùng người yêu nuôi dạy con cái trưởng thành!,Inlove
 Cảm thấy cô đơn và sợ hãi,Worry
Mình đang học cách buông bỏ những điều không thuộc về mình,Happy
 Nghe nhạc và thả hồn theo giai điệu,Happy
" Tự dưng thấy ""mưa trên phố Huế"", mà tui ở Sài Gòn... chắc tại lòng tui ""mưa"" á! 🌧️",Sad
"""Chơi đùa với thú cưng, xả stress hiệu quả.""",Happy
 Chuẩn bị đi ngủ,Neutral
 Cuộc sống này thật ý nghĩa khi có em/anh,InLove
"Tự nhiên thấy sợ tương lai ghê á, không biết sẽ đi về đâu",Sad
Muốn hét lên cho cả thế giới biết là mình yêu ổng!,Inlove
Tui thấy mình buồn bã,Worry
Hôm nay ăn phở. Cũng ngon,Neutral
"""Đi học thêm mà thầy giáo giảng chán òm. 👨‍🏫""",Angry
"Tự dưng muốn hát thật to, giải tỏa hết mọi muộn phiền. 🎤",Happy
"""Unbox"" quà sinh nhật từ bestie, toàn đồ ""chân ái"" thôi!",Happy
 Cảm giác như đang mơ!,Happy
Ai biết được,Neutral
"Lang thang trên phố phường, ngắm nhìn dòng người vội vã, thấy mình thật tự do. 🚶‍♀️",Happy
Ra khỏi tầm mắt tui ngay,Angry
"Muốn gap year, nhưng sợ bị tụt hậu",Sad
Nghe nhạc buồn auto nghĩ tới crush. Lụy quá rồi,Inlove
"Tui không hiểu sao tui cứ ""repeat"" những sai lầm cũ... 🤦",Sad
"Nghe bảo thầy cô sắp thông báo điểm giữa kỳ, tui rén ngang. Cầu trời khấn phật cho qua môn!",Worry
"""Gu"" của tui là thích một mình, không ai làm phiền. 😎 (Nhưng thật ra là không ai thèm để ý tới. 🥲)",Sad
Mình muốn được hạnh phúc,Sad
Tìm kiếm bản ngã,Inlove
Tôi không chịu đựng được nữa rồi,Worry
Đói quá!,Angry
"""Tiền bạc"" đúng là ""quyền lực"", không có thì ""nhục""!",Angry
Tui muốn thay đổi thế giới,Happy
Share. Kệ,Neutral
"""Hôm nay tui cố tình đi học sớm để gặp crush đóoo!""",InLove
Tận hưởng khoảnh khắc,Neutral
Dễ chịu,Neutral
"Crush là ""my everything""!",InLove
"""Ghét nhất mấy đứa 'đạo đức giả', lúc nào cũng 'ra vẻ'!""",Angry
"""Mình"" sẽ không ngừng học hỏi và phát triển bản thân!",Happy
"""Drama"" trên mạng nhiều hơn phim, ""hóng"" riết mệt!",Angry
 Tôi muốn cho hắn một trận!,Angry
" Thấy người yêu mình thân mật với người khác, tức muốn nổ tung",Angry
Hôm nay tui thấy mình useless ghê á. Muốn biến mất luôn cho rồi!,Worry
Chỉ muốn cuộn tròn trong chăn,Worry
"Crush là ""mặt trời"" của mình. Luôn sưởi ấm trái tim mình. ☀️",Inlove
Đi chúc tết. Lì xì,Neutral
" Hôm nay crush cười với mình, chắc chắn là có ý gì đó! (3 tiếng sau) À không, chắc nó cười với con cún sau lưng mình… 🥲",Inlove
Mình có đang tự lừa dối bản thân không?,Inlove
 Đừng sợ hãi,Sad
" Cafe đắng thiệt, mà chắc gì bằng cuộc đời tui",Sad
"Tui muốn ""pivot"" sang một hướng đi khác",Sad
 Đùa thôi,Neutral
"Nay tui ""believing"" vào sức mạnh của bản thân!",Happy
Order đồ ăn online vậy,Neutral
 Tôi cần không gian riêng!,Angry
Crush seen tin nhắn mà không rep... Tui nên làm gì đâyyyyy? 😫,Worry
"""So sánh"" tui với người khác, bộ tưởng hay lắm hả?",Angry
Mình thật sự rất tệ,Worry
Có nên tỏ tình không ta?,InLove
 Positive vibes only,Happy
" U là trời! Cái deadline dí sát đít, mà team leader cứ ""delay"" hoài, muốn ""bùng cháy"" ghê!",Angry
"""Tui tin rằng một ngày nào đó crush sẽ hiểu được tình cảm của tui.""",InLove
" Cậu ấy nói thích tui,  tui hạnh phúc muốn khóc luôn",InLove
" ""Netflix and chill"" một mình vẫn là chân ái, khỏi ai làm phiền",Sad
"Crush nay rep story tui bằng icon ""😂"". Có nên vui không ta?",Inlove
"""Cãi nhau"" với người yêu vì ghen",InLove
Tui biết mình phải cố gắng... nhưng mà tui mệt mỏi quá rồi,Sad
Sống một cuộc đời ý nghĩa,Inlove
"Hôm nay tui nói chuyện với một người bạn, tui cảm thấy được chia sẻ",Sad
Mood,Neutral
"Tui thích cái giọng nói của crush... nó làm tui ""tan chảy"" luôn!",InLove
Tui thấy mình thật tồi tệ,Worry
Có lẽ tôi không bao giờ có thể tìm thấy được sự thanh thản,Sad
 Cho đến khi nào?,Neutral
"""Lowkey"" buồn vì bị bỏ rơi",Sad
"""Lạc trôi"" giữa dòng người",Sad
Mệt mỏi với tất cả... 😩,Sad
" ""Đỉnh của chóp""! (theo nghĩa mỉa mai)",Angry
Tui ước gì mình có thể hiểu được trái tim của người khác,Sad
Buồn ngủ,Neutral
Sẵn sàng đối mặt với mọi thử thách,Happy
" Tưởng crush tui cũng thích tui, ai dè tui tưởng tượng hơi quá òi. Thôi dẹp",Sad
Sao tui cứ phải so sánh cuộc đời mình với người khác? Thiệt toxic!,Sad
" Quên mang tai nghe, giờ phải nghe nhạc dởm trên loa ngoài!",Angry
Kiểm tra tới rồi mà chưa học được gì cả. ,Worry
 Mình muốn làm quen với em ấy nhưng lại không biết bắt đầu từ đâu,InLove
 Tôi ước gì mình có thể teleport khỏi đây!,Angry
"Thôi dẹp, ""ế"" còn hơn yêu mấy đứa ""dở hơi""!",Angry
Xác thực. Rắc rối,Neutral
"Mệt mỏi quá, muốn bỏ cuộc rồi",InLove
"Tui không ""care"" nha!",Angry
 Stress vì chuyện gia đình quá. Mệt mỏi thực sự!,Worry
 Nói thẳng vào mặt tôi đi!,Angry
 Sợ người ta không thích mình,Worry
" Đang chờ đợi kết quả, cảm thấy lo lắng",Neutral
"Sao ai cũng có vẻ tự do, trừ tao? 🕊️",Sad
Tự dưng nhớ lại kỷ niệm hồi bé rồi cười như con dở! 😂,Happy
 Vì ai cũng từng như vậy,Neutral
Muốn buông xuôi tất cả,Worry
"""Deadline"" như ""crush"", cứ dí mình hoài",Sad
"""Drama"" nhiều hơn cả phim Hàn",Sad
"""Vừa sạc pin đầy thì bị cúp điện. ⚡""",Angry
"Tui với người yêu có chung sở thích chơi game, ""perfect match""! #game #sohich #perfectmatch",Inlove
Tui sợ phải đối diện với những điều tồi tệ nhất. Worst-case scenario!,Worry
 Đã đạt được điều mình mong muốn!,Happy
"Nay tui tự nấu ăn thành công, ngon nhức nách!!!",Happy
 Hệ điều hành này quá khó sử dụng!,Angry
Bỗng dưng muốn đi đâu đó thật xa,Neutral
"""Một sticker dễ thương, thay cho lời muốn nói.""",InLove
“Hú hồn” nay làm bài kiểm tra được điểm cao nha!,Happy
Kệ đi,Neutral
 Mình yếu đuối quá,Worry
 Thở dài,Sad
 Áp lực,Worry
 Kiệt sức thật sự,Worry
 Muốn ôm crush ghê,InLove
"Xem phim hay, mood tốt hẳn lên. 🎬",Happy
Cây cối xanh tươi,Neutral
 Mình đang trưởng thành hơn từng ngày,InLove
"""Đang livestream mà bị lag! 🔴""",Angry
Cứ để mọi thứ diễn ra tự nhiên,Neutral
"Mấy đứa ""khoe"" ""body"" đẹp á, chắc ""ăn kiêng"" dữ lắm chứ ai như tui!",Sad
"Tui muốn ""scream"" thật to để giải tỏa hết những ""stress"" trong lòng! 🗣️",Sad
 Uống nước,Neutral
Cấm đoán đủ thứ. Tức ghê!,Angry
"""Nụ cười ấy, liệu có bao giờ dành cho mình?""",Inlove
"Hôm nay tự thưởng cho mình một buổi spa tại gia, da dẻ mịn màng hẳn ra! 🧖‍♀️",Happy
"Tui sẽ ""delete"" hết mấy cái app hẹn hò trên điện thoại ổng! (lén thôi nha 🤫)",Inlove
 Tôi cần bình tĩnh lại,Angry
" 😱  Thấy bóng đen ở góc phòng, sợ quá!",Worry
"Hôm nay ""review"" sản phẩm chân thật, được mọi người tin tưởng. 👍",Happy
Tui ganh tị với mấy bạn có cuộc sống hoàn hảo trên instagram quá,Sad
 Tức muốn xỉu,Angry
Tui cần một giấc ngủ ngàn thu để quên đi sự đời! 😴,Worry
"""Du lịch vùng đất xa.""",Happy
"Tui ""học bài"" mà đầu óc cứ ""bay""",Sad
Giá như có một phép màu giúp tôi thoát khỏi tất cả,Worry
"Tình yêu như một dòng sông, uốn lượn qua những ghềnh thác của cuộc đời. 🌊",Inlove
"""Nghe tiếng chim hót. Cảm thấy gần gũi với thiên nhiên!""",Happy
Sợ phải đối mặt với sự thật phũ phàng,Worry
 Đang dần tươi sáng trở lại,Sad
"""Yêu"" mọi khuyết điểm của mình!",Happy
Best day ever!!!,Happy
Muốn hét thật to để giải tỏa hết mọi uất ức trong lòng,Sad
"Mấy nay thấy ai cũng ""thành công"", mình thì vẫn ""đang cố gắng""",Worry
Lướt Shopee. Thấy cái áo đẹp. Thôi dẹp,Neutral
Chắc cũng vậy,Neutral
Bình yên,Neutral
Block. Chặn,Neutral
 Lâu lắm rồi mới thấy vui như vậy,Happy
"Nay mình ""đu idol"" với những video reaction nha!",Happy
Đi dạo loanh quanh,Neutral
Tự dưng muốn khóc,Neutral
"Tự nhiên thấy mình ""ngu ngơ"", chắc do chưa trải sự đời",Worry
Tui muốn viết một bài hát về crush!,InLove
Cảm giác lạc lõng giữa dòng người,Sad
" Stress vì deadline dí... Muốn ""burn out"" luôn á!",Worry
"Cuộc sống ""colorfull"" hơn tui nghĩ! 🌈",Happy
"""Hứa 8 giờ có mặt mà giờ 9 giờ rồi vẫn chưa thấy mặt mũi đâu? Mắc ghét!""",Angry
Tui muốn được ai đó tha thứ,Sad
Sao ai cũng nói học là chìa khóa của tương lai. Chìa khóa của tui chắc bị gãy rồi,Sad
 Cảm ơn vì đã xuất hiện trong cuộc đời mình,InLove
 Ghen tị với những người có người yêu,Sad
"Được đi ăn nhà hàng sang chảnh, ""chanh sả"" hết nấc!",Happy
Tui muốn hét lên thật to,Angry
Just wanna disappear,Worry
Feeling lost and scared,Worry
"Crush thả tim story của tui, không lẽ đây là định mệnh? 💘",Happy
Hi vọng,Neutral
Muốn khóc,Worry
"Tui đã tin tưởng bạn, nhưng bạn lại làm tui thất vọng",Inlove
 Tuần mới bắt đầu,Neutral
" ""Đang mơ đẹp mà bị đánh thức! 😴""",Angry
" Học ""deadline"" ngập mặt mà vẫn ""rep in4"" ổng first",InLove
"Tui ""khum"" biết mình muốn gì, cần gì. Tui chỉ biết tui đang rất mệt mỏi",Worry
"Tui đang nghe nhạc buồn một mình nè, ai đó tâm sự hông?",Inlove
Tui sợ phải đối mặt với ngày mai,Worry
"Tự nhiên thấy mình ""kỳ cục""... chắc do khác biệt với mọi người",Worry
"Tui đang ""analyzing"" mọi hành động của crush",Inlove
Giá mà có một phép màu giúp mình thay đổi mọi thứ,Worry
Tự tin vào khả năng của bản thân🧠,Happy
Tui chỉ muốn được sống một cuộc sống hạnh phúc và ý nghĩa,Sad
 Tui thấy mình như một mảnh ghép lạc lõng trong bức tranh lớn. 🧩,Worry
"""Vừa mới tỏ tình với crush thì nó bảo 'chúng ta làm bạn nhé'. 🥲""",Angry
Đi học. Xe bus đông,Neutral
"Hôm nay tui thấy mình ""powerful"" ghê! 🦸‍♀️",Happy
"Tụi mình là cặp đôi ""tấu hài"" của năm!",InLove
"Yêu là khi muốn ""protect"" crush khỏi mọi khó khăn",Inlove
 Tớ muốn cùng anh ấy già đi.  👴👵,InLove
"""Hy vọng"" vào một tương lai tươi sáng",Sad
"""Đồ án"" ""khó nhằn"", ""cắn bút"" cả ngày!",Happy
 Tự dưng thấy mọi thứ vô nghĩa ngang,Sad
 Hôm nay trời xanh. Mây trắng. Zzz,Neutral
" Đang nghe podcast,  mood: 😴",Neutral
 No way,Angry
Ước gì có thể quay lại những ngày tháng vô tư lự hồi bé,Sad
"""Lúc nào cũng than nghèo kể khổ, ai biểu xài sang làm gì!""",Angry
"""Cái đứa nào mà cứ ""xí chỗ"" trong thư viện là tui ""ghim"" liền!""",Angry
 Làm việc nhóm.  Hoàn thành,Neutral
I'm done!,Worry
"Tui kiểu: ""Hết nước chấm!"" 👍",Happy
" Đi làm về mệt muốn xỉu, mở cửa ra thấy lũ bạn thân đang đứng đợi với một đống đồ ăn, đúng là đám bạn chí cốt!",Happy
"Crush làm tui ""reset"" lại những suy nghĩ tiêu cực!",InLove
 Cạn cmn lời!,Angry
 Tôi sẽ luôn tin tưởng vào bản thân mình,Angry
 Muốn tỏ tình mà ngại quá. Huhu,InLove
“Tới công chiện” nay mình được làm leader nha!,Happy
